ts_code,trade_date,total_mv,float_mv,total_share,float_share,free_share,turnover_rate,turnover_rate_f,pe,pe_ttm,pb
000001.SH,20040102,3295001954556.0,794485057722.0,453941610705.0,107781268279.0,103266916406.0,1.52,1.59,45.34,37.11,2.77
000001.SH,20040105,3414251582888.0,814776830933.0,454201360772.0,108041018346.0,103266916406.0,2.6,2.72,46.98,38.46,2.87
000001.SH,20040106,3426006806191.0,818535266780.0,454205923518.0,108045581092.0,103266916406.0,2.97,3.1,47.14,38.59,2.88
000001.SH,20040107,3452768538291.0,827217238346.0,454355923518.0,108095581092.0,103316916406.0,2.78,2.91,47.48,38.87,2.91
000001.SH,20040108,3499751716452.0,841909380061.0,454355923518.0,108095581092.0,103316916406.0,2.54,2.66,48.13,39.4,2.94
000001.SH,20040109,3435284367709.0,831965775970.0,454355923518.0,108095581092.0,103316916406.0,2.88,3.02,47.24,38.67,2.89
000001.SH,20040112,3515964933508.0,848902326825.0,454355923518.0,108095581092.0,103316916406.0,2.09,2.19,48.35,39.58,2.96
000001.SH,20040113,3499151535543.0,851868248172.0,454355923518.0,108095581092.0,103316916406.0,2.36,2.47,48.11,39.39,2.94
000001.SH,20040114,3452614353907.0,844231541201.0,454355923518.0,108095581092.0,103316916406.0,1.87,1.95,47.47,38.86,2.91
000001.SH,20040115,3442681476298.0,842236014356.0,454623748608.0,108252439782.0,103391916406.0,1.71,1.79,47.24,38.73,2.9
000001.SH,20040116,3474748339861.0,851462326711.0,454745918419.0,108374609593.0,103391916406.0,1.86,1.95,47.78,39.19,2.92
000001.SH,20040129,3533740496296.0,871951868660.0,454745918419.0,108374609593.0,103391916406.0,1.68,1.76,48.59,39.85,2.97
000001.SH,20040130,3450931146084.0,855694300966.0,454918868419.0,108457559593.0,103451916406.0,2.18,2.29,47.05,38.83,2.9
000001.SH,20040202,3520779857719.0,874514999136.0,454918868419.0,108457559593.0,103538076142.0,3.15,3.3,47.75,39.56,2.95
000001.SH,20040203,3578391992098.0,885346096459.0,454918868419.0,108457559593.0,103554076142.0,2.42,2.53,48.53,40.21,3.0
000001.SH,20040204,3656475201513.0,904235930256.0,454918868419.0,108457559593.0,103554076142.0,2.94,3.08,49.59,41.09,3.07
000001.SH,20040205,3673432910146.0,910831732149.0,454918868419.0,108460471993.0,103554536257.0,2.95,3.09,49.81,41.27,3.08
000001.SH,20040206,3643696677422.0,902497953470.0,454918868419.0,108460471993.0,103554536257.0,3.06,3.2,49.39,40.93,3.06
000001.SH,20040209,3696223203880.0,917140025020.0,454918868419.0,108460471993.0,103554536257.0,2.38,2.49,50.1,41.52,3.1
000001.SH,20040210,3668570051068.0,912512149430.0,454918868419.0,108460471993.0,103617086257.0,2.48,2.59,49.73,41.23,3.08
000001.SH,20040211,3635809600189.0,910003870870.0,454918868419.0,108460471993.0,103617086257.0,2.41,2.53,48.93,40.82,3.05
000001.SH,20040212,3602661457058.0,908476935040.0,454918868419.0,108460471993.0,103617086257.0,2.47,2.59,48.38,40.43,3.02
000001.SH,20040213,3592399718964.0,903327844014.0,454918868419.0,108460471993.0,103617086257.0,2.07,2.17,48.06,40.23,3.01
000001.SH,20040216,3674848838025.0,923844807928.0,454918868419.0,108460471993.0,103712086257.0,2.09,2.19,49.15,41.16,3.08
000001.SH,20040217,3687800207997.0,930483894996.0,454918868419.0,108460471993.0,103712086257.0,2.71,2.83,49.18,41.25,3.09
000001.SH,20040218,3718540771928.0,936772252447.0,455116868419.0,108520471993.0,103772086257.0,2.64,2.76,49.01,41.46,3.11
000001.SH,20040219,3719094984966.0,937368840399.0,455186868419.0,108550471993.0,103802086257.0,2.48,2.59,48.97,41.45,3.11
000001.SH,20040220,3727990801031.0,940225955344.0,454934668419.0,108470471993.0,103722086257.0,2.12,2.21,49.02,41.53,3.12
000001.SH,20040223,3639230157774.0,919858087893.0,454934668419.0,108470471993.0,103722086257.0,2.59,2.71,47.85,40.57,3.05
000001.SH,20040224,3644973836067.0,915023150141.0,454934668419.0,108470471993.0,103758086257.0,2.44,2.55,47.42,40.45,3.05
000001.SH,20040225,3570204874451.0,896953222175.0,455134668419.0,108530471993.0,103818086257.0,2.23,2.34,46.3,39.53,2.98
000001.SH,20040226,3588567547698.0,895524841070.0,455134668419.0,108530471993.0,103818086257.0,2.1,2.2,45.98,39.39,3.0
000001.SH,20040227,3633389095278.0,907434829967.0,455134668419.0,108530471993.0,104052539463.0,1.8,1.88,46.12,39.85,3.03
000001.SH,20040301,3666062587881.0,916741157723.0,455134668419.0,108545471993.0,104150826378.0,1.83,1.9,44.75,40.04,3.05
000001.SH,20040302,3660716999016.0,917379398238.0,455496548419.0,108605471993.0,104231090392.0,1.87,1.95,44.8,40.08,3.04
000001.SH,20040303,3606749743573.0,902688684353.0,455790644499.0,108756420073.0,104283090392.0,1.76,1.83,43.73,39.59,3.0
000001.SH,20040304,3621761921452.0,908116004485.0,455790644499.0,108791420073.0,104283090392.0,1.62,1.69,43.91,39.76,3.01
000001.SH,20040305,3608179069027.0,904002561096.0,455978644499.0,108871420073.0,104363090392.0,1.46,1.52,43.62,39.58,3.0
000001.SH,20040308,3557617205311.0,885910282009.0,455978644499.0,108871420073.0,104363090392.0,1.42,1.48,42.79,39.08,2.95
000001.SH,20040309,3559547250482.0,881206393655.0,455978644499.0,108871420073.0,104422404799.0,1.47,1.53,42.54,39.05,2.95
000001.SH,20040310,3651463557070.0,903515053254.0,456910296994.0,109151420073.0,104754404799.0,1.5,1.56,43.37,39.9,3.03
000001.SH,20040311,3680665760217.0,911930245309.0,456910296994.0,109151420073.0,104754404799.0,1.67,1.75,43.73,40.23,3.05
000001.SH,20040312,3690323547503.0,911946024723.0,456966296994.0,109169420073.0,104780244799.0,1.45,1.51,43.67,40.28,3.06
000001.SH,20040315,3784545873886.0,931374203882.0,456966296994.0,109169420073.0,104839975999.0,2.28,2.38,44.51,41.26,3.13
000001.SH,20040316,3806326909706.0,937131277445.0,457192296994.0,109261920073.0,104919975999.0,2.01,2.1,44.51,41.29,3.15
000001.SH,20040317,3804843756329.0,938459912559.0,457192296994.0,109261920073.0,104939975999.0,1.73,1.8,43.77,41.06,3.14
000001.SH,20040318,3744347194585.0,923201552546.0,457332296994.0,109301920073.0,104979975999.0,1.91,1.99,42.46,40.15,3.09
000001.SH,20040319,3813348739175.0,937218041464.0,457332296994.0,109301920073.0,104979975999.0,1.61,1.67,43.23,40.86,3.14
000001.SH,20040322,3830131224177.0,942007087458.0,457332296994.0,109301920073.0,105006871629.0,1.59,1.66,43.38,40.99,3.16
000001.SH,20040323,3798303778404.0,938448348263.0,457399296994.0,109321920073.0,105048871629.0,1.67,1.74,42.96,40.61,3.13
000001.SH,20040324,3796689483930.0,936389378304.0,457649696994.0,109377920073.0,105104871629.0,1.61,1.68,42.91,40.61,3.13
000001.SH,20040325,3787757564936.0,935920749022.0,458034537036.0,109409920073.0,105104871629.0,1.46,1.52,42.76,40.59,3.12
000001.SH,20040326,3781210283691.0,937426042179.0,458034537036.0,109569730621.0,105431291289.0,1.48,1.54,42.01,40.1,3.11
000001.SH,20040329,3749264077013.0,930214410731.0,458096995036.0,109591730621.0,105641631079.0,1.49,1.55,38.85,39.96,3.07
000001.SH,20040330,3759470604359.0,931658746335.0,457864824204.0,109443082121.0,105548040079.0,1.25,1.29,38.62,39.68,3.08
000001.SH,20040331,3798386809488.0,941693916359.0,457929390626.0,109507648543.0,105552495079.0,1.46,1.52,38.59,39.64,3.1
000001.SH,20040401,3835788395670.0,950935907378.0,458037282254.0,109558587171.0,105582495079.0,1.63,1.69,38.96,40.01,3.13
000001.SH,20040402,3859895973323.0,959467611877.0,458464054326.0,109784735643.0,105582495079.0,1.92,2.0,39.17,40.25,3.15
000001.SH,20040405,3855208656583.0,964903917183.0,458797811611.0,109994687341.0,105642495079.0,2.15,2.24,39.05,40.13,3.15
000001.SH,20040406,3878036196319.0,972884119889.0,458797811611.0,110018687341.0,105687015079.0,2.08,2.17,39.55,40.17,3.16
000001.SH,20040407,3873857820176.0,971801398381.0,458906360611.0,110058687341.0,105727015079.0,2.02,2.1,39.49,40.09,3.16
000001.SH,20040408,3864478493261.0,968213134897.0,460233836758.0,110128687341.0,105797015079.0,2.02,2.1,39.32,39.94,3.15
000001.SH,20040409,3769658514858.0,949171812394.0,460250785366.0,110710816483.0,105797015079.0,2.19,2.29,38.29,38.97,3.07
000001.SH,20040412,3760402054959.0,948661088832.0,460508020725.0,110756614474.0,105876199644.0,1.65,1.73,38.21,38.83,3.06
000001.SH,20040413,3743273625912.0,944093580600.0,460516958582.0,110806640963.0,105899149644.0,1.71,1.79,38.11,38.67,3.05
000001.SH,20040414,3705954222573.0,931551696743.0,460607538382.0,110831640963.0,105924149644.0,1.75,1.83,36.81,37.8,3.01
000001.SH,20040415,3667069613004.0,919796715446.0,460675900213.0,110831640963.0,105924149644.0,1.36,1.42,36.46,37.41,2.98
000001.SH,20040416,3701176593693.0,924032075282.0,461145484632.0,110878502534.0,106089814554.0,1.57,1.64,36.82,37.27,3.0
000001.SH,20040419,3664221017335.0,911049185909.0,462874869256.0,111124381007.0,106158878724.0,1.23,1.29,36.3,36.57,2.96
000001.SH,20040420,3651026719659.0,910759573602.0,463282669256.0,111777185238.0,106112125168.0,1.13,1.19,36.07,36.33,2.95
000001.SH,20040421,3610392831242.0,905097086361.0,463452669256.0,111921185238.0,106204125168.0,1.35,1.42,35.63,35.57,2.91
000001.SH,20040422,3623674102367.0,909348428037.0,463452669256.0,111921185238.0,106454784891.0,1.1,1.16,35.56,35.43,2.92
000001.SH,20040423,3576770144628.0,894043670045.0,463452669256.0,111922133238.0,106457702823.0,1.08,1.14,35.64,35.08,2.89
000001.SH,20040426,3580920720464.0,890544490772.0,464018001819.0,111952133238.0,106811901221.0,0.9,0.94,36.16,35.16,2.87
000001.SH,20040427,3530514456000.0,880509898498.0,463827571112.0,112028496950.0,106926712269.0,1.12,1.18,35.82,34.66,2.83
000001.SH,20040428,3517838541626.0,878921813946.0,463917571112.0,112068496950.0,106966712269.0,1.1,1.15,35.76,34.1,2.81
000001.SH,20040429,3459797297443.0,862146373949.0,463973605721.0,112068496950.0,107181014067.0,1.18,1.24,35.87,33.5,2.76
000001.SH,20040430,3497344688536.0,865605290124.0,464117865721.0,112093208576.0,107181014067.0,1.09,1.14,36.8,33.25,2.77
000001.SH,20040510,3419532152836.0,846586373998.0,464633165721.0,112192158576.0,107201014067.0,0.71,0.75,35.97,32.51,2.7
000001.SH,20040511,3437041945422.0,846665623531.0,466273381263.0,112249707872.0,107246014067.0,0.68,0.71,36.14,32.66,2.72
000001.SH,20040512,3515542049163.0,870289277555.0,466373381263.0,112707110512.0,107281014067.0,0.96,1.01,36.95,33.4,2.78
000001.SH,20040513,3500112653945.0,865916526673.0,466175389857.0,112532606069.0,107106509624.0,0.77,0.81,36.75,33.22,2.77
000001.SH,20040514,3418940882311.0,848500441398.0,465851854859.0,112561480553.0,107047384108.0,0.83,0.87,35.65,32.27,2.7
000001.SH,20040517,3366278033227.0,838275428426.0,466468325183.0,112450061219.0,106951127108.0,0.74,0.77,35.03,31.71,2.66
000001.SH,20040518,3400056080192.0,857040633240.0,466635140391.0,113569861666.0,107001127108.0,1.05,1.12,35.37,32.02,2.68
000001.SH,20040519,3405786516917.0,857158842341.0,466333736707.0,113407759603.0,106839025045.0,1.09,1.16,35.2,31.88,2.69
000001.SH,20040520,3386024322903.0,850417219645.0,466644288116.0,113407761242.0,106839025045.0,0.8,0.85,35.0,31.7,2.67
000001.SH,20040521,3407374090179.0,851994150230.0,468107557564.0,113560352571.0,106839025045.0,0.74,0.78,35.22,31.9,2.69
000001.SH,20040524,3390258074993.0,845928870409.0,474419479178.0,114050235976.0,106867025045.0,0.65,0.69,35.05,31.74,2.67
000001.SH,20040525,3321236851929.0,830108721734.0,474863875154.0,114433235976.0,106947025045.0,0.79,0.85,34.32,31.08,2.62
000001.SH,20040526,3336820748439.0,833194597206.0,474966785154.0,114558125976.0,106987025045.0,0.64,0.68,34.48,31.22,2.63
000001.SH,20040527,3408717956501.0,849511041514.0,475283748633.0,114558125976.0,106987025045.0,1.05,1.13,35.22,31.89,2.69
000001.SH,20040528,3390528662998.0,845575318404.0,475451321533.0,114724484217.0,106987025045.0,0.74,0.79,35.03,31.72,2.67
000001.SH,20040531,3408115678807.0,849364886645.0,475764844692.0,114872484217.0,107067025045.0,0.63,0.67,35.2,31.88,2.68
000001.SH,20040601,3459614218340.0,863325706771.0,476202444779.0,114962684217.0,107117025045.0,1.12,1.2,35.73,32.35,2.72
000001.SH,20040602,3434411043405.0,859484701271.0,476690444779.0,115220864317.0,107267025045.0,1.18,1.26,35.41,32.07,2.7
000001.SH,20040603,3382952664127.0,845495465792.0,476872844779.0,115220864317.0,107267025045.0,0.97,1.04,34.88,31.59,2.66
000001.SH,20040604,3378939194358.0,844402630077.0,477128999774.0,115227163837.0,107220524565.0,0.9,0.96,34.78,31.5,2.66
000001.SH,20040607,3323703564897.0,833184446332.0,477539388174.0,115468574837.0,107265524565.0,0.77,0.83,34.2,30.98,2.61
000001.SH,20040608,3273124318022.0,823917235052.0,477804464174.0,115607874837.0,107335524565.0,0.86,0.92,33.66,30.49,2.57
000001.SH,20040609,3217713418173.0,803117583628.0,479227088497.0,115673674887.0,107370524565.0,0.97,1.04,33.08,29.96,2.53
000001.SH,20040610,3220673125819.0,803204112823.0,479787025492.0,116113316879.0,107370524565.0,0.87,0.94,33.11,29.99,2.53
000001.SH,20040611,3229893087029.0,803894469933.0,481396133239.0,116331311665.0,107370524565.0,0.87,0.94,33.2,30.08,2.54
000001.SH,20040614,3164510845870.0,786430687011.0,482726647424.0,116860541616.0,107448524565.0,0.85,0.93,32.41,29.37,2.48
000001.SH,20040615,3220034094844.0,799536630022.0,484141982453.0,117127402540.0,107484524565.0,0.82,0.9,32.97,29.88,2.52
000001.SH,20040616,3248134278266.0,805362961823.0,484597161612.0,117603471647.0,107517524565.0,0.91,1.0,33.25,30.14,2.54
000001.SH,20040617,3182521241902.0,790103393706.0,484597161612.0,117748445931.0,107517524565.0,0.77,0.84,32.58,29.53,2.49
000001.SH,20040618,3142337513826.0,781120472594.0,484732083438.0,117777477757.0,107517524565.0,0.82,0.9,32.17,29.15,2.46
000001.SH,20040621,3153708354764.0,786488546510.0,485345329047.0,117895992557.0,107517524565.0,0.63,0.7,32.29,29.26,2.47
000001.SH,20040622,3192452327330.0,796256824200.0,485580007647.0,118246940446.0,107582524565.0,0.89,0.97,32.67,29.61,2.5
000001.SH,20040623,3171482818564.0,790790260505.0,485899351188.0,118324802446.0,107627524565.0,0.69,0.76,32.43,29.39,2.48
000001.SH,20040624,3141047464034.0,782538314706.0,487114316203.0,118365602446.0,107627524565.0,0.76,0.83,32.12,29.11,2.46
000001.SH,20040625,3084335328623.0,768142848370.0,487114316203.0,118794463976.0,107627524565.0,0.78,0.87,31.54,28.59,2.41
000001.SH,20040628,3050451680716.0,756570774118.0,487114316203.0,118794463976.0,107627524565.0,0.66,0.73,31.19,28.27,2.39
000001.SH,20040629,3110363429410.0,766913019071.0,488289496603.0,119014463976.0,107847524565.0,0.85,0.94,31.61,28.67,2.43
000001.SH,20040630,3092449295310.0,760614046595.0,488541818603.0,119153695976.0,107897524565.0,0.68,0.75,31.41,28.49,2.41
000001.SH,20040701,3184795119086.0,783504911982.0,488664806075.0,119177439976.0,107897524565.0,1.14,1.26,32.36,29.34,2.48
000001.SH,20040702,3185049655581.0,784927153339.0,488799623280.0,119235776200.0,107897524565.0,0.89,0.98,32.36,29.35,2.48
000001.SH,20040705,3203576540658.0,790375118473.0,490291401191.0,119885630111.0,107897524565.0,0.66,0.74,32.55,29.52,2.48
000001.SH,20040706,3216132364434.0,794457585856.0,490601448317.0,119935630111.0,107947524565.0,0.99,1.1,32.67,29.62,2.49
000001.SH,20040707,3188723063632.0,786075905694.0,490743004322.0,119975630116.0,107987524565.0,0.64,0.71,32.38,29.36,2.47
000001.SH,20040708,3191348409806.0,787474836645.0,490841743800.0,119975630116.0,107987524565.0,0.57,0.63,32.4,29.39,2.47
000001.SH,20040709,3171154769121.0,783289605721.0,490841743803.0,120086672850.0,107987524565.0,0.59,0.65,32.2,29.2,2.45
000001.SH,20040712,3098652698237.0,762565723252.0,491484318026.0,120086672850.0,107987524565.0,0.69,0.76,31.46,28.53,2.4
000001.SH,20040713,3104293477583.0,764947468885.0,491959853449.0,120391621387.0,108067524565.0,0.57,0.64,31.51,28.58,2.4
000001.SH,20040714,3117271703971.0,763548465011.0,492490002534.0,120588963267.0,108147524565.0,0.83,0.93,31.63,28.69,2.41
000001.SH,20040715,3158481277500.0,770319686349.0,492975226048.0,120750558584.0,108147524565.0,1.01,1.13,32.05,29.08,2.44
000001.SH,20040716,3232811983635.0,793577732225.0,493136226048.0,121251407176.0,108316377526.0,1.78,2.0,32.8,29.75,2.5
000001.SH,20040719,3235324373108.0,794873106107.0,493404541280.0,121300407176.0,108377607477.0,1.05,1.18,32.83,29.77,2.5
000001.SH,20040720,3214241346016.0,790171324664.0,493404541280.0,121370734728.0,108452607477.0,0.99,1.11,32.61,29.52,2.48
000001.SH,20040721,3214378819366.0,789698804994.0,493463449280.0,121370734728.0,108452607477.0,0.76,0.85,32.61,29.52,2.48
000001.SH,20040722,3123064388529.0,769627894441.0,493463449280.0,121394734728.0,108472607477.0,1.04,1.16,31.69,28.66,2.41
000001.SH,20040723,3120925351482.0,772721900066.0,493608649886.0,121397425728.0,108491608337.0,0.85,0.95,31.67,28.64,2.41
000001.SH,20040726,3080131510112.0,762101121363.0,493829153493.0,121507440462.0,108524387905.0,0.66,0.74,31.25,28.26,2.38
000001.SH,20040727,3072966356563.0,759499896879.0,494162153493.0,121594688872.0,108728687905.0,0.73,0.81,31.17,28.18,2.37
000001.SH,20040728,3082152240899.0,763741262077.0,494162153493.0,121594688872.0,109554208652.0,0.81,0.89,31.26,27.91,2.38
000001.SH,20040729,3127645519101.0,779338219153.0,495741614343.0,123094688872.0,109576608652.0,0.89,1.0,31.72,28.32,2.41
000001.SH,20040730,3080141760430.0,767945235967.0,495741614343.0,123141950670.0,109896352229.0,0.72,0.81,31.24,27.85,2.37
000001.SH,20040802,3050353729391.0,762839744512.0,495877434863.0,123486950670.0,109988290857.0,0.56,0.63,30.93,27.56,2.35
000001.SH,20040803,3033414899294.0,760279411714.0,495981586712.0,123524752710.0,110105092640.0,0.61,0.68,30.76,27.31,2.33
000001.SH,20040804,3118681492059.0,781351246795.0,495981586712.0,123573220716.0,110291092640.0,1.36,1.53,31.62,28.06,2.4
000001.SH,20040805,3085385084830.0,771457342019.0,495981586712.0,123573220716.0,110301637185.0,0.86,0.96,31.28,27.75,2.37
000001.SH,20040806,3089060730802.0,770995605986.0,495981586712.0,123675358216.0,110833962988.0,0.72,0.81,31.32,27.68,2.37
000001.SH,20040809,3107366657231.0,773868856610.0,497238404152.0,124067068256.0,111434453302.0,0.63,0.7,31.48,27.87,2.38
000001.SH,20040810,3117578943483.0,777448710238.0,497238404152.0,124067068256.0,112058048649.0,0.54,0.6,31.58,27.81,2.39
000001.SH,20040811,3083096738847.0,767858407121.0,497238404152.0,124067068256.0,112570188885.0,0.6,0.66,31.23,27.5,2.37
000001.SH,20040812,3045709205430.0,757749081629.0,497267350289.0,124067068256.0,112690188885.0,0.66,0.73,30.85,27.06,2.34
000001.SH,20040813,3047461140416.0,757432167386.0,497553966937.0,124072159331.0,113009458391.0,0.66,0.72,30.87,27.07,2.34
000001.SH,20040816,3018637395738.0,748513009415.0,497725566937.0,124259151548.0,113365409898.0,0.59,0.65,30.58,26.76,2.32
000001.SH,20040817,3032725784914.0,751504498423.0,497851166937.0,124366271548.0,113535821898.0,0.55,0.6,30.7,26.82,2.33
000001.SH,20040818,3029505544230.0,751041499413.0,498001166937.0,124486271548.0,113942640845.0,0.59,0.65,30.67,26.74,2.32
000001.SH,20040819,2990824220654.0,739552835668.0,498001166937.0,124486271548.0,114240062918.0,0.64,0.7,30.28,26.2,2.29
000001.SH,20040820,2993750107955.0,739738265097.0,498001166937.0,124486271548.0,114353147222.0,0.64,0.69,30.31,26.18,2.29
000001.SH,20040823,2955980915921.0,731583401556.0,498001166937.0,124486271548.0,115019020422.0,0.49,0.53,29.92,25.7,2.27
000001.SH,20040824,3000754170109.0,742690371366.0,498252496030.0,124553271548.0,115180020422.0,0.75,0.81,30.36,26.08,2.3
000001.SH,20040825,2989885356407.0,739826904120.0,498573360163.0,124553271548.0,115442023549.0,0.52,0.56,30.25,26.02,2.29
000001.SH,20040826,2978839293252.0,735752715131.0,498573360163.0,124645714713.0,115989551551.0,0.46,0.5,30.13,25.56,2.28
000001.SH,20040827,2948053322204.0,728525616443.0,498573360163.0,124645714713.0,116484351488.0,0.54,0.57,29.82,24.81,2.26
000001.SH,20040830,2946155867507.0,728479783209.0,499000818077.0,124765714713.0,116795938689.0,0.47,0.5,29.79,23.73,2.25
000001.SH,20040831,2997008154451.0,741599190369.0,499000818077.0,124765714713.0,117063999920.0,0.92,0.98,30.3,24.03,2.29
000001.SH,20040901,2951205423232.0,729956225989.0,499000818077.0,124765714713.0,117063999920.0,0.5,0.53,29.84,23.66,2.26
000001.SH,20040902,2964089747791.0,736187956377.0,499000818077.0,124765714713.0,117063999920.0,0.68,0.72,29.97,23.76,2.26
000001.SH,20040903,2962261232658.0,735449981345.0,499000818077.0,124765714713.0,117063999920.0,0.6,0.63,29.95,23.75,2.26
000001.SH,20040906,2949980120095.0,733389457213.0,499165988961.0,124830714713.0,117128999920.0,0.46,0.49,29.82,23.65,2.25
000001.SH,20040907,2955933329573.0,734501509870.0,499165988961.0,124830714713.0,117128999920.0,0.45,0.48,29.88,23.69,2.26
000001.SH,20040908,2921251273075.0,728398361993.0,499222640961.0,124830714713.0,117128999920.0,0.65,0.7,29.53,23.42,2.23
000001.SH,20040909,2865202948781.0,715180840306.0,499222640961.0,124854714713.0,117128999920.0,0.64,0.68,28.96,22.97,2.19
000001.SH,20040910,2871514926591.0,716165731311.0,499222640961.0,124854714713.0,117128999920.0,0.48,0.52,29.03,23.02,2.19
000001.SH,20040913,2812748791131.0,700245985349.0,499222640961.0,124854714713.0,117128999920.0,0.54,0.58,28.43,22.55,2.15
000001.SH,20040914,2902030526982.0,721956549914.0,499222640961.0,124854714713.0,117128999920.0,1.0,1.07,29.34,23.26,2.22
000001.SH,20040915,3023758935686.0,754378848853.0,499222640961.0,124854714713.0,117128999920.0,2.31,2.46,30.57,24.24,2.31
000001.SH,20040916,3059703668306.0,763207239593.0,499222640961.0,124854714713.0,117128999920.0,1.82,1.94,30.93,24.53,2.34
000001.SH,20040917,3156814616573.0,787849230262.0,499222640961.0,124854714713.0,117128999920.0,2.46,2.63,31.91,25.3,2.41
000001.SH,20040920,3263796524874.0,817367485553.0,499222640961.0,124854714713.0,117128999920.0,3.31,3.53,32.99,26.16,2.49
000001.SH,20040921,3229010036351.0,811416236732.0,499222640961.0,124854714713.0,117128999920.0,2.75,2.93,32.64,25.88,2.47
000001.SH,20040922,3165711597220.0,794973081393.0,499222640961.0,124854714713.0,117128999920.0,2.39,2.55,32.0,25.38,2.42
000001.SH,20040923,3266000342883.0,818758328748.0,499668937006.0,124890514713.0,117128999920.0,1.77,1.89,33.01,26.18,2.49
000001.SH,20040924,3201520344842.0,801749151009.0,499668937006.0,125060979297.0,117128999920.0,3.23,3.45,32.36,25.66,2.45
000001.SH,20040927,3185934800363.0,793729270458.0,499668937006.0,125060979297.0,117128999920.0,1.56,1.67,32.21,25.54,2.43
000001.SH,20040928,3204686866724.0,797830915103.0,499967581069.0,125060979297.0,117128999920.0,1.12,1.2,32.39,25.69,2.45
000001.SH,20040929,3169329587992.0,789203253737.0,500167261069.0,125146079297.0,117128999920.0,1.04,1.12,32.04,25.4,2.42
000001.SH,20040930,3116383222666.0,776348835040.0,500449006895.0,125197279297.0,117128999920.0,1.02,1.09,31.5,24.98,2.38
000001.SH,20041008,3174669019020.0,795134613316.0,500449006895.0,125304596282.0,117128999920.0,1.09,1.16,32.09,25.45,2.42
000001.SH,20041011,3150309526699.0,793901700997.0,500476125053.0,125331714440.0,117128999920.0,1.83,1.96,31.84,25.25,2.41
000001.SH,20041012,3085615544299.0,776723542207.0,501202568490.0,125333737656.0,117128999920.0,1.34,1.44,31.19,24.73,2.36
000001.SH,20041013,3091180839484.0,779890965942.0,501202568490.0,125613525484.0,117128999920.0,1.12,1.2,31.25,24.77,2.36
000001.SH,20041014,2972904320309.0,744201272120.0,501631952010.0,125613525484.0,117128999920.0,1.35,1.45,30.05,23.82,2.27
000001.SH,20041015,2966150196223.0,743913970717.0,501774348810.0,125731525484.0,117128999920.0,1.07,1.14,29.98,23.76,2.26
000001.SH,20041018,2976987551519.0,743238310989.0,506219395557.0,125815708984.0,117128999920.0,0.8,0.86,30.09,23.84,2.27
000001.SH,20041019,2982012214551.0,748552654090.0,506307335557.0,126963273970.0,117128999920.0,1.01,1.1,30.14,23.87,2.28
000001.SH,20041020,2967085532312.0,743093073401.0,506642988116.0,127002861970.0,117490754420.0,0.93,1.0,29.99,23.69,2.26
000001.SH,20041021,2922454136766.0,732733556193.0,507011528298.0,127142007346.0,117490754420.0,1.28,1.39,29.54,23.35,2.23
000001.SH,20041022,2965639855460.0,741529332935.0,507014798429.0,127253277477.0,118028627230.0,1.39,1.5,29.98,23.66,2.26
000001.SH,20041025,2925686280346.0,735334586430.0,507396484148.0,127464718396.0,118451657176.0,1.36,1.47,29.63,23.1,2.22
000001.SH,20041026,2954287561175.0,743489701257.0,507396484148.0,127464718396.0,119034666278.0,1.33,1.42,29.92,23.04,2.23
000001.SH,20041027,2993549273719.0,754310169534.0,507396484148.0,127464718396.0,119538079950.0,1.62,1.72,30.32,23.38,2.26
000001.SH,20041028,2994228403010.0,751212114526.0,507602766419.0,127486509371.0,119751156106.0,1.52,1.62,30.32,23.33,2.25
000001.SH,20041029,2948140772568.0,738367410734.0,507827491219.0,127596035467.0,121809306141.0,1.39,1.45,29.86,22.37,2.2
000001.SH,20041101,2914587279807.0,729491340279.0,507827491219.0,127653235467.0,121991684879.0,0.92,0.96,29.52,21.96,2.17
000001.SH,20041102,2904219188319.0,728608710305.0,507827491219.0,127653235467.0,121991684879.0,0.84,0.88,29.41,21.89,2.16
000001.SH,20041103,2959337076373.0,744124493604.0,507827491219.0,127653235467.0,121991684879.0,1.03,1.08,29.97,22.3,2.2
000001.SH,20041104,2912182048272.0,729104373705.0,507827491219.0,127653235467.0,121991684879.0,1.08,1.13,29.49,21.95,2.17
000001.SH,20041105,2912312677801.0,729651476262.0,507827491219.0,127653235467.0,121991684879.0,0.77,0.81,29.5,21.95,2.17
000001.SH,20041108,2909777482079.0,730210817497.0,507827491219.0,127653235467.0,121991684879.0,0.57,0.6,29.47,21.93,2.16
000001.SH,20041109,2917089320877.0,732553237106.0,507841248197.0,127666992445.0,121991684879.0,0.55,0.57,29.54,21.98,2.17
000001.SH,20041110,3021351949417.0,760761378308.0,507841248197.0,127666992445.0,121991684879.0,1.8,1.89,30.6,22.77,2.25
000001.SH,20041111,3004203299396.0,757791187178.0,507841248197.0,127666992445.0,121991684879.0,2.12,2.22,30.43,22.64,2.23
000001.SH,20041112,3016190379475.0,760385887471.0,507841248197.0,127666992445.0,121991684879.0,1.22,1.28,30.55,22.73,2.24
000001.SH,20041115,3057377541543.0,769229572392.0,507956705157.0,127666992445.0,121991684879.0,1.11,1.16,30.96,23.04,2.27
000001.SH,20041116,3059008879847.0,769126357102.0,507956705157.0,127701994865.0,121991684879.0,1.09,1.14,30.98,23.05,2.27
000001.SH,20041117,3027758180315.0,761279590183.0,507956705157.0,127701994865.0,121991684879.0,0.95,0.99,30.66,22.82,2.25
